ano;UF;sexo;idade;cor;mae_viva;reg_nascimento;UF_nasc;alfabetizado;anos_estudo;renda_total
2015;SP;mulher;32;branca;1;1;;1;11;1500
2015;PA;mulher;42;parda;1;1;MA;1;3;0
2015;CE;mulher;57;parda;0;1;;1;2;788
2015;AP;mulher;42;parda;1;1;PA;1;4;0
2015;CE;mulher;77;parda;0;1;;0;0;850
2015;AM;mulher;7;parda;1;1;;1;0;
2015;SP;homem;46;branca;0;1;;1;11;1500
2015;RS;mulher;11;parda;1;1;;1;4;0
2015;PR;mulher;4;parda;1;1;;0;0;
2015;SC;homem;9;branca;1;1;;1;2;
2015;MG;mulher;69;parda;0;1;;1;11;1200
2015;BA;mulher;28;parda;1;1;;1;11;789
2015;SC;homem;45;branca;1;1;;1;8;2500
2015;RJ;mulher;4;parda;1;1;;0;0;
2015;SP;mulher;10;parda;1;1;;1;3;0
2015;AL;mulher;55;parda;0;1;;1;0;0
2015;PB;mulher;4;parda;1;1;;0;0;
2015;DF;mulher;37;parda;1;1;;1;15;0
2015;SP;homem;70;branca;0;1;;1;11;5400
2015;CE;mulher;53;branca;1;1;;1;4;788
2015;PA;mulher;33;parda;0;1;;1;5;310
2015;MG;mulher;58;branca;0;1;;1;11;810
2015;MS;mulher;34;branca;1;1;RS;1;15;2800
2015;RJ;homem;18;branca;1;1;;1;8;0
2015;DF;homem;20;branca;1;1;SP;1;7;0
2015;SP;mulher;53;branca;0;1;estrangeiro;1;5;0
2015;AL;homem;44;parda;0;1;;0;2;788
2015;BA;homem;35;preta;0;1;;1;11;1536
2015;TO;mulher;36;branca;1;1;PI;1;15;1800
2015;RO;homem;29;parda;1;1;;1;11;1500
2015;SP;mulher;1;branca;1;1;;0;0;
2015;PA;mulher;23;parda;1;1;;1;10;0
2015;BA;homem;7;branca;1;1;;1;1;
2015;SP;homem;22;branca;1;1;;1;12;3000
2015;DF;homem;13;parda;1;1;;1;4;0
2015;MG;homem;8;branca;1;1;;1;0;
2015;MG;mulher;18;parda;1;1;;1;11;788
2015;MA;mulher;9;branca;1;1;;1;2;
2015;PR;mulher;24;parda;1;1;;1;11;1100
2015;MG;homem;18;branca;1;1;;1;10;0
2015;MG;mulher;39;parda;1;1;AC;1;15;2700
2015;CE;mulher;7;branca;1;1;;0;0;
2015;CE;homem;27;parda;1;1;;1;15;1400
2015;RJ;homem;32;branca;1;1;;1;11;3800
2015;RJ;mulher;59;preta;0;1;;1;4;788
2015;PA;homem;25;parda;1;1;;1;12;0
2015;AM;homem;7;parda;1;1;;1;0;
2015;SP;homem;16;branca;1;1;;1;6;300
2015;MS;homem;1;branca;1;1;;0;0;
2015;RJ;homem;37;parda;1;1;;1;11;0
2015;RJ;homem;0;parda;1;1;;0;0;
2015;MG;homem;7;parda;1;1;;1;0;
2015;DF;mulher;67;branca;0;1;MG;1;10;6000
2015;MG;homem;66;branca;0;1;SP;0;0;788
2015;SP;mulher;50;branca;0;1;;1;5;2100
2015;RJ;mulher;36;parda;1;1;;1;11;2000
2015;CE;mulher;81;branca;0;1;;1;4;1200
2015;RN;homem;38;branca;1;1;;1;6;1000
2015;SP;mulher;47;branca;0;1;estrangeiro;1;15;
2015;MG;mulher;64;parda;1;1;;1;8;1848
2015;MA;homem;72;parda;0;1;PI;0;0;788
2015;PR;mulher;50;branca;0;1;;1;9;1000
2015;PA;mulher;8;parda;1;1;;1;1;
2015;RS;mulher;35;parda;1;1;;1;11;700
2015;RJ;homem;42;parda;0;1;CE;1;8;2000
2015;ES;mulher;68;parda;0;1;;1;8;790
2015;PE;homem;9;parda;1;1;;1;1;
2015;MG;mulher;18;branca;1;1;;1;10;0
2015;MG;mulher;87;branca;0;1;;1;2;788
2015;MA;homem;60;parda;0;1;;1;11;788
2015;MG;homem;25;branca;1;1;;1;11;788
2015;PA;mulher;93;parda;0;1;;1;6;788
2015;PB;mulher;0;parda;1;1;;0;0;
2015;CE;homem;27;branca;0;1;;1;10;788
2015;PE;homem;52;branca;1;1;;1;11;4000
2015;RS;mulher;8;parda;1;1;;1;2;
2015;BA;homem;50;branca;1;1;;1;7;2300
2015;PR;mulher;73;branca;0;1;;1;0;788
2015;RS;homem;25;parda;1;1;;1;15;0
2015;BA;homem;45;parda;0;1;;1;11;1500
2015;AM;homem;15;parda;1;1;;1;8;0
2015;PE;mulher;49;parda;1;1;SP;1;15;10000
2015;SP;mulher;48;branca;1;1;PE;1;0;1000
2015;PE;mulher;58;parda;0;1;;1;3;788
2015;RJ;homem;45;preta;0;1;MG;1;10;800
2015;RS;mulher;68;parda;0;1;;1;7;788
2015;RS;homem;58;parda;1;1;;1;8;4000
2015;BA;mulher;18;branca;1;1;;1;5;700
2015;BA;mulher;53;parda;1;1;;1;11;0
2015;RS;mulher;15;branca;0;1;;1;6;0
2015;SP;homem;36;branca;1;1;;1;11;1500
2015;SP;homem;47;branca;0;1;;1;0;0
2015;RJ;homem;43;branca;1;1;;1;8;1200
2015;MT;mulher;22;parda;1;1;;1;14;0
2015;PE;mulher;44;branca;1;1;;1;11;868
2015;PI;homem;46;parda;1;1;;0;0;166
2015;RS;homem;25;branca;1;1;;1;6;900
2015;MG;homem;60;parda;0;1;;1;3;400
2015;RS;homem;8;branca;1;1;;1;1;
2015;PI;mulher;66;branca;0;1;;1;2;788
2015;PR;homem;57;branca;0;1;;1;15;30000
2015;SP;mulher;57;branca;1;1;;1;14;3000
2015;GO;mulher;19;parda;1;1;;1;13;400
2015;ES;mulher;60;branca;0;1;;1;15;5500
2015;SP;homem;46;branca;1;1;;1;12;
2015;BA;homem;29;parda;1;1;;1;11;500
2015;PA;mulher;53;parda;1;1;CE;1;11;788
2015;MS;homem;46;parda;0;0;GO;1;8;800
2015;PE;homem;11;branca;1;1;;1;5;0
2015;RJ;homem;53;branca;1;1;;1;11;5200
2015;PA;homem;59;parda;1;1;ES;1;5;600
2015;RS;homem;4;branca;1;1;;0;0;
2015;PE;homem;5;parda;1;1;;1;0;
2015;PR;homem;15;branca;1;1;;1;8;0
2015;PB;mulher;6;parda;1;1;SP;1;0;
2015;CE;homem;23;parda;1;1;;1;11;800
2015;MG;mulher;6;branca;1;1;;1;0;
2015;PB;homem;44;parda;1;1;;1;0;1088
2015;MA;homem;39;parda;0;1;;1;8;1100
2015;MG;mulher;47;branca;1;1;;1;4;1200
2015;RJ;homem;47;parda;1;1;MA;1;7;924
2015;PA;homem;34;parda;1;1;;1;6;600
2015;RN;homem;19;branca;1;1;;1;7;1000
2015;SP;homem;23;preta;1;1;BA;1;5;1000
2015;GO;mulher;74;branca;0;1;MG;0;0;788
2015;PA;mulher;17;preta;1;1;;1;9;0
2015;PR;mulher;49;branca;1;1;;1;11;1000
2015;GO;mulher;30;branca;1;1;;1;15;9500
2015;SC;homem;49;parda;0;1;PR;1;15;1290
2015;PE;homem;16;branca;1;1;;1;;0
2015;SP;mulher;51;branca;1;1;;1;11;0
2015;GO;mulher;46;parda;0;1;;1;11;0
2015;GO;mulher;14;branca;1;1;;1;7;0
2015;PE;homem;21;parda;1;1;;1;14;0
2015;RN;mulher;36;parda;1;1;;1;11;810
2015;MA;mulher;22;parda;1;1;;1;8;0
2015;PE;mulher;58;parda;0;1;;1;4;70
2015;MG;homem;22;parda;1;1;;1;9;788
2015;MS;mulher;21;branca;1;1;;1;9;788
2015;MG;homem;49;parda;1;1;;1;15;16500
2015;RN;mulher;58;branca;0;1;CE;1;8;0
2015;AM;mulher;6;parda;1;1;;0;0;
2015;BA;homem;22;parda;1;1;;1;10;0
2015;RS;mulher;27;branca;1;1;;1;15;1700
2015;AL;mulher;6;parda;1;1;;0;0;
2015;PA;homem;49;parda;0;1;;1;3;1588
2015;SE;mulher;34;parda;1;1;;1;13;2500
2015;RJ;mulher;40;branca;1;1;;1;15;5000
2015;BA;mulher;0;parda;1;1;;0;0;
2015;SP;mulher;11;branca;1;1;;1;4;0
2015;SP;homem;51;branca;1;1;;1;11;3000
2015;ES;mulher;37;preta;0;1;;1;4;788
2015;BA;mulher;41;parda;1;1;;1;8;0
2015;MG;mulher;12;parda;1;1;;1;4;0
2015;PE;mulher;16;branca;1;1;;1;9;0
2015;RJ;mulher;90;branca;0;1;;1;4;4900
2015;MT;mulher;51;parda;1;1;;1;4;980
2015;AP;homem;70;branca;0;1;PA;1;15;788
2015;BA;homem;16;parda;1;1;;1;4;180
2015;CE;mulher;46;parda;1;0;;1;8;380
2015;BA;mulher;22;preta;1;1;;1;11;400
2015;PA;mulher;21;parda;1;1;;1;11;118
2015;MG;homem;13;preta;1;1;;1;5;0
2015;GO;mulher;51;parda;1;1;MS;1;6;0
2015;PR;mulher;29;branca;1;1;SC;1;11;0
2015;MS;mulher;12;parda;1;1;;1;4;0
2015;MG;homem;16;preta;1;1;;1;4;500
2015;RJ;homem;17;parda;1;1;;1;9;0
2015;MG;mulher;36;branca;1;1;;1;7;900
2015;PA;mulher;3;parda;1;1;;0;0;
2015;CE;homem;7;parda;1;1;;1;0;
2015;MG;mulher;18;parda;1;1;;1;9;0
2015;SE;mulher;13;parda;0;1;;1;7;788
2015;GO;mulher;16;parda;1;1;DF;1;4;0
2015;MG;mulher;31;branca;1;1;;1;11;4018
2015;PE;homem;43;parda;1;1;;1;7;900
2015;PB;homem;45;branca;1;1;;0;0;300
2015;PR;mulher;50;branca;0;1;;1;15;0
2015;SP;mulher;14;branca;1;1;;1;7;0
2015;MA;mulher;14;parda;1;1;;1;7;0
2015;AM;mulher;39;parda;1;1;;1;15;788
2015;PR;mulher;12;branca;1;1;;1;5;0
2015;RJ;homem;10;preta;1;1;;1;2;0
2015;MA;homem;24;parda;1;1;PI;1;4;75
2015;AM;homem;51;branca;1;1;;0;0;600
2015;PA;homem;58;parda;0;0;;0;0;788
2015;BA;mulher;41;parda;1;1;;1;2;119
2015;MA;homem;55;preta;0;1;;0;0;850
2015;PE;homem;5;branca;1;1;;0;0;
2015;PI;mulher;16;branca;1;1;;1;6;0
2015;RN;mulher;26;parda;1;1;;1;;0
2015;MA;homem;23;preta;1;1;;1;11;0
2015;MG;homem;21;parda;1;1;;1;6;500
2015;PR;homem;46;amarela;1;1;;1;11;3000
2015;AC;mulher;19;parda;1;1;;1;11;0
2015;MG;homem;63;branca;0;1;;1;4;2038
2015;RS;homem;39;branca;1;1;;1;6;1400
2015;SE;mulher;19;parda;1;1;;1;11;0
2015;AM;homem;36;parda;1;1;;1;15;1500
2015;AP;homem;27;parda;0;1;MA;1;13;3000
2015;PE;homem;54;branca;0;1;;1;11;1800
2015;TO;homem;51;parda;0;1;GO;1;11;1200
2015;PA;homem;21;parda;1;1;;1;4;0
2015;CE;mulher;25;parda;1;1;;1;9;0
2015;CE;mulher;48;parda;0;1;;1;5;0
2015;PA;mulher;3;branca;1;1;;0;0;
2015;DF;mulher;54;branca;1;1;RJ;1;15;15000
2015;PE;homem;22;parda;1;1;;1;11;800
2015;MG;homem;75;preta;0;1;;0;0;788
2015;SP;homem;53;preta;0;1;;1;4;2500
2015;PA;homem;30;parda;1;1;;1;11;1000
2015;PA;homem;24;parda;1;1;;1;4;900
2015;AM;homem;39;branca;1;1;;1;0;2788
2015;MS;homem;60;parda;0;1;SP;1;3;2000
2015;SP;homem;56;branca;1;1;BA;1;5;4800
2015;PA;mulher;37;parda;1;1;;1;15;0
2015;MG;mulher;46;parda;1;1;;1;11;0
2015;MG;mulher;43;parda;1;1;;1;15;3000
2015;BA;mulher;30;parda;1;1;SE;1;11;185
2015;DF;homem;70;parda;0;1;PI;1;8;1400
2015;MA;mulher;66;parda;0;1;PA;1;0;788
2015;SC;mulher;10;branca;1;1;;1;2;0
2015;RR;mulher;52;parda;1;1;MA;1;4;0
2015;BA;mulher;30;parda;1;1;;1;11;0
2015;AP;mulher;53;parda;0;1;;1;14;3300
2015;PI;mulher;61;parda;0;1;;1;11;2550
2015;RS;mulher;16;branca;0;1;;1;9;780
2015;SP;homem;45;branca;1;1;;1;14;0
2015;PB;homem;43;parda;0;1;;1;11;720
2015;MG;mulher;13;parda;1;1;;1;8;0
2015;PA;homem;15;branca;1;1;;1;5;0
2015;AL;mulher;35;parda;1;1;;0;0;450
2015;GO;homem;32;preta;1;1;;1;11;2600
2015;RJ;homem;23;parda;1;1;BA;1;11;1100
2015;SP;homem;44;parda;5;1;MG;1;14;0
2015;PE;homem;15;branca;1;1;;1;8;0
2015;BA;homem;53;parda;1;1;;1;3;1000
2015;DF;homem;8;branca;1;1;;1;1;
2015;RS;mulher;51;branca;0;1;;1;2;200
2015;GO;homem;11;parda;1;1;;1;4;0
2015;SC;homem;9;branca;1;1;PR;1;2;
2015;PR;homem;3;branca;1;1;;0;0;
2015;PB;mulher;6;branca;1;1;;1;0;
2015;PR;homem;63;branca;0;1;;1;15;10000
2015;DF;homem;25;branca;1;1;;1;8;850
2015;PE;mulher;70;parda;0;1;;0;0;788
2015;BA;mulher;59;parda;0;1;;1;4;0
2015;SC;homem;13;parda;1;1;PR;1;6;0
2015;PA;homem;25;parda;0;1;;1;5;0
2015;SE;homem;76;parda;0;1;;1;2;1675
2015;BA;mulher;1;parda;1;1;;0;0;
2015;TO;mulher;16;parda;1;1;;1;9;0
2015;RJ;homem;19;branca;1;1;;1;11;800
2015;GO;mulher;55;branca;1;1;;1;13;4100
2015;DF;homem;39;preta;1;1;;1;11;788
2015;MA;homem;28;parda;1;1;;1;4;640
2015;ES;mulher;50;parda;0;1;MG;0;2;350
2015;BA;mulher;34;parda;1;1;;1;11;500
2015;SP;mulher;50;parda;1;1;;1;8;
2015;PB;mulher;18;branca;1;1;;1;11;788
2015;MG;mulher;56;branca;1;1;SE;0;3;1706
2015;MA;mulher;13;parda;1;1;;1;3;0
2015;SE;mulher;33;parda;1;1;;1;11;112
2015;SP;mulher;37;branca;1;1;AL;1;11;1200
2015;MG;homem;55;parda;0;1;;1;4;150
2015;AM;mulher;64;parda;0;1;;0;0;788
2015;PR;homem;77;branca;0;1;SP;1;4;3088
2015;BA;homem;52;parda;0;1;;1;15;16500
2015;DF;mulher;9;branca;1;1;;1;1;
2015;PB;mulher;51;branca;0;1;RN;1;4;0
2015;RS;homem;86;branca;0;1;;1;3;788
2015;PA;homem;62;parda;0;1;;0;0;838
2015;RS;mulher;22;branca;1;1;;1;14;1350
2015;MG;mulher;30;branca;1;1;;1;11;1000
2015;PA;homem;10;parda;1;1;;1;1;0
2015;PE;mulher;25;parda;1;1;;1;7;329
2015;RS;mulher;57;branca;0;1;;1;11;5000
2015;PB;mulher;23;parda;1;1;;1;14;0
2015;RJ;homem;73;preta;0;1;;1;4;2788
2015;RS;mulher;54;branca;1;1;;1;4;1188
2015;RR;mulher;17;parda;1;1;;1;9;0
2015;SP;homem;44;branca;0;1;;1;15;8500
2015;SP;homem;48;parda;1;1;BA;1;5;1600
2015;MG;mulher;45;parda;1;1;;1;15;0
2015;BA;homem;22;parda;1;1;;1;11;0
2015;RJ;mulher;50;parda;0;1;;1;8;0
2015;MS;homem;18;parda;1;1;;1;11;0
2015;CE;homem;25;parda;1;1;;1;10;788
2015;CE;homem;8;branca;1;1;;1;1;
2015;BA;mulher;36;branca;0;1;PE;1;11;2000
2015;PE;mulher;43;parda;0;1;;1;8;77
2015;RS;mulher;6;preta;1;1;;0;0;
2015;MA;mulher;19;branca;0;1;;1;5;0
2015;MG;mulher;36;branca;1;1;;1;11;850
2015;BA;mulher;49;preta;1;1;;1;11;150
2015;RJ;mulher;47;parda;1;1;;1;8;800
2015;SP;mulher;34;parda;1;1;RN;1;11;0
2015;DF;homem;85;parda;0;1;GO;1;8;788
2015;CE;homem;2;branca;1;1;;0;0;
2015;CE;homem;9;branca;1;1;;1;2;
2015;SC;mulher;16;branca;1;1;RS;1;8;0
2015;RS;mulher;22;preta;1;1;;1;11;1500
2015;PA;homem;0;branca;1;1;;0;0;
2015;GO;mulher;56;branca;0;1;;1;7;788
2015;TO;mulher;29;branca;1;1;;1;11;0
2015;TO;homem;41;parda;1;1;MA;1;7;2000
2015;MS;mulher;19;parda;1;1;;1;11;788
2015;MG;mulher;80;parda;0;1;;0;0;788
2015;TO;mulher;34;parda;1;1;;1;9;217
2015;AL;homem;55;branca;1;1;;1;6;788
2015;SP;homem;76;preta;0;1;PE;0;0;788
2015;PE;homem;45;branca;1;1;;1;7;300
2015;AL;mulher;43;branca;0;1;;1;5;840
2015;TO;homem;23;parda;1;1;;1;6;800
2015;SP;mulher;0;branca;1;1;;0;0;
2015;MA;homem;81;branca;0;1;;1;4;788
2015;GO;mulher;5;branca;1;1;;0;0;
2015;MT;mulher;47;branca;1;1;PR;1;15;0
2015;GO;homem;47;parda;0;0;PE;1;8;800
2015;SP;mulher;65;branca;0;0;MA;1;3;0
2015;SE;homem;17;parda;1;1;;1;6;0
2015;PR;homem;7;branca;1;1;;1;0;
2015;RO;homem;65;parda;0;1;AC;1;4;788
2015;GO;homem;26;parda;0;1;TO;1;11;950
2015;DF;mulher;41;parda;1;1;PI;1;15;15000
2015;AL;homem;15;parda;1;1;;1;6;0
2015;PR;homem;8;parda;1;1;;1;1;
2015;PR;homem;38;parda;1;1;MG;1;6;800
2015;SP;homem;62;branca;0;1;BA;1;11;2635
2015;MG;mulher;50;parda;1;1;;1;4;0
2015;MG;homem;2;branca;1;1;estrangeiro;0;0;
2015;PE;homem;29;branca;1;1;;1;11;1098
2015;SP;homem;53;branca;1;1;PE;1;11;5000
2015;SC;mulher;63;branca;1;1;RS;1;0;0
2015;BA;mulher;41;branca;1;1;;1;15;1700
2015;MG;mulher;50;preta;0;1;;1;6;788
2015;SP;homem;40;branca;0;1;BA;1;11;1500
2015;AP;mulher;41;parda;1;1;PA;0;0;869
2015;AL;mulher;52;parda;1;1;PR;0;0;390
2015;BA;homem;18;parda;1;1;;1;4;788
2015;PA;mulher;30;parda;1;1;;1;8;0
2015;MS;homem;72;parda;0;0;MG;1;1;1576
2015;RS;homem;63;branca;1;1;;1;15;
2015;RS;mulher;33;parda;1;1;;1;9;565
2015;GO;mulher;38;parda;1;1;PE;1;0;900
2015;PA;mulher;61;branca;0;1;;1;3;0
2015;BA;mulher;76;parda;0;0;;0;0;1576
2015;MG;mulher;6;branca;1;1;;0;0;
2015;PA;homem;9;parda;1;1;;1;1;
2015;SC;homem;1;parda;1;1;;0;0;
2015;SP;homem;21;branca;1;1;;1;11;1000
2015;AM;mulher;14;parda;1;1;;1;7;0
2015;MG;mulher;60;branca;0;1;;1;4;1576
2015;MS;mulher;34;branca;1;1;;1;11;900
2015;AM;homem;81;preta;0;1;MG;1;11;1300
2015;PE;mulher;51;branca;1;1;;1;8;800
2015;MG;mulher;49;parda;1;1;;1;3;788
2015;RJ;mulher;65;parda;0;1;;1;4;0
2015;RN;mulher;20;parda;1;1;;1;11;400
2015;BA;mulher;56;branca;1;1;RJ;1;13;250
2015;SE;homem;37;branca;1;1;BA;0;1;788
2015;GO;mulher;21;parda;1;1;;1;11;1500
2015;PA;mulher;25;parda;1;1;;0;0;788
2015;RR;mulher;72;parda;0;1;MA;0;0;788
2015;GO;mulher;21;parda;1;1;DF;1;11;0
2015;BA;homem;23;parda;1;1;;1;11;788
2015;SE;homem;1;preta;1;1;;0;0;
2015;MA;mulher;11;branca;1;1;PA;1;4;76
2015;AM;mulher;34;branca;1;1;;1;11;0
2015;SP;mulher;61;parda;0;1;SE;1;8;1576
2015;RJ;mulher;25;parda;1;1;;1;8;2000
2015;DF;homem;62;branca;0;1;MG;1;11;788
2015;RJ;homem;47;parda;1;1;;1;8;3500
2015;AM;mulher;28;branca;1;1;;1;12;0
2015;MA;homem;10;branca;1;1;;1;3;0
2015;MG;mulher;12;branca;1;1;;1;5;0
2015;RO;mulher;7;branca;1;1;;1;0;
2015;BA;homem;10;parda;1;1;;1;2;0
2015;RN;mulher;30;parda;1;1;;1;15;1089
2015;GO;mulher;21;parda;1;1;TO;1;9;0
2015;SP;homem;72;branca;0;1;;1;4;788
2015;MA;homem;7;branca;1;1;;1;0;
2015;MG;homem;61;preta;1;1;;0;0;788
2015;SP;homem;59;branca;0;1;;1;11;12000
2015;MG;homem;15;preta;1;1;;1;4;400
2015;GO;homem;28;branca;1;1;;1;13;1000
2015;SP;homem;39;preta;1;1;;1;13;2000
2015;BA;mulher;50;parda;1;1;;1;3;100
2015;PA;mulher;35;parda;1;1;;1;11;377
2015;CE;mulher;46;parda;1;1;;1;11;0
2015;RS;mulher;74;branca;0;1;;1;1;788
2015;BA;mulher;48;parda;1;1;SE;1;7;0
2015;MG;homem;47;parda;0;1;;1;4;1500
2015;SP;mulher;0;branca;1;1;;0;0;
2015;PR;homem;22;parda;1;1;;1;8;0
2015;TO;mulher;58;parda;0;1;;0;0;788
2015;RS;mulher;33;branca;1;1;;1;15;1200
2015;GO;mulher;50;parda;1;1;;1;4;0
2015;RJ;homem;53;branca;1;1;MG;1;0;800
2015;MG;homem;26;preta;0;1;;1;6;788
2015;PI;homem;7;parda;1;1;;0;0;
2015;RO;mulher;30;parda;1;1;;1;11;600
2015;RS;mulher;35;branca;1;1;;1;4;189
2015;PA;homem;33;parda;1;1;MA;1;4;2000
2015;AC;mulher;4;branca;1;1;;0;0;
2015;GO;mulher;58;branca;0;1;;1;11;2700
2015;PE;mulher;50;parda;1;1;;1;6;0
2015;MA;homem;8;parda;1;1;;0;0;
2015;BA;mulher;51;branca;1;1;;1;10;3280
2015;MG;mulher;3;branca;1;1;;0;0;
2015;BA;homem;45;parda;0;1;;1;15;3500
2015;MG;mulher;55;branca;0;1;;1;4;0
2015;RS;mulher;38;branca;1;1;;1;7;1500
2015;AM;homem;19;parda;1;1;;1;0;0
2015;ES;homem;34;preta;1;1;;1;11;0
2015;SP;homem;86;preta;0;1;PE;0;3;788
2015;SP;mulher;31;branca;1;1;;1;11;0
2015;SP;mulher;53;branca;1;1;;1;4;0
2015;MG;mulher;76;preta;0;0;;1;2;788
2015;GO;homem;33;parda;1;1;CE;1;11;1500
2015;BA;homem;59;preta;0;1;;1;7;1200
2015;RS;homem;37;parda;1;1;;1;11;3800
2015;PR;homem;26;branca;1;1;;1;14;1595
2015;MG;homem;17;branca;1;1;;1;10;0
2015;RS;homem;29;branca;1;1;CE;1;15;0
2015;MG;homem;56;branca;1;1;;1;15;9000
2015;RO;homem;34;branca;1;0;AM;1;15;2000
2015;SP;mulher;7;parda;1;1;;1;0;
2015;SP;mulher;77;preta;0;1;BA;1;2;740
2015;PI;homem;47;branca;0;1;;1;2;1016
2015;SP;homem;15;branca;1;1;;1;8;0
2015;ES;mulher;3;parda;1;1;;0;0;
2015;PE;mulher;11;preta;1;1;;1;3;0
2015;SP;mulher;25;branca;1;1;;1;15;1500
2015;RS;mulher;28;branca;1;1;;1;10;1000
2015;SP;mulher;45;preta;1;1;;1;15;1500
2015;AL;homem;11;parda;1;1;;1;4;120
2015;PA;mulher;49;parda;1;1;;1;4;788
2015;BA;homem;16;parda;1;1;;1;6;0
2015;MS;mulher;8;parda;1;1;;1;0;
2015;SC;homem;6;parda;1;1;;0;0;
2015;PR;mulher;66;parda;0;1;;1;11;1550
2015;GO;homem;61;branca;1;1;;1;5;2000
2015;DF;mulher;58;branca;0;1;PI;1;15;9000
2015;RJ;mulher;65;branca;0;1;;1;6;788
